country,country_code,year,life_expectancy,mortality_u5,fertility_adolescent
Philippines,PHL,2023,69.833,27.0,31.887
Philippines,PHL,2024,69.946,26.5,31.316
Palau,PLW,1990,62.79,35.5,58.666
Palau,PLW,1991,62.849,34.8,59.389
Palau,PLW,1992,62.926,34.1,61.134
Palau,PLW,1993,62.98,33.3,63.222
Palau,PLW,1994,63.104,32.4,62.968
Palau,PLW,1995,63.255,31.5,59.132
Palau,PLW,1996,63.455,30.5,50.932
Palau,PLW,1997,63.707,29.5,42.429
Palau,PLW,1998,63.951,28.5,36.531
Palau,PLW,1999,64.23,27.5,31.248
Palau,PLW,2000,64.499,26.5,26.258
Palau,PLW,2001,64.8,25.5,27.016
Palau,PLW,2002,65.076,24.6,27.553
Palau,PLW,2003,65.446,23.7,27.79
Palau,PLW,2004,65.816,22.9,27.743
Palau,PLW,2005,66.219,22.1,27.704
Palau,PLW,2006,66.633,21.3,27.492
Palau,PLW,2007,67.113,20.6,27.826
Palau,PLW,2008,67.562,20.1,27.712
Palau,PLW,2009,67.99,19.7,27.997
Palau,PLW,2010,68.347,19.5,27.804
Palau,PLW,2011,68.638,19.5,28.808
Palau,PLW,2012,68.863,19.7,29.466
Palau,PLW,2013,68.981,20.1,29.731
Palau,PLW,2014,69.062,20.6,29.099
Palau,PLW,2015,69.07,21.3,27.059
Palau,PLW,2016,69.046,21.9,29.432
Palau,PLW,2017,69.019,22.5,30.058
Palau,PLW,2018,68.989,22.9,29.973
Palau,PLW,2019,68.982,23.0,30.425
Palau,PLW,2020,68.689,22.9,30.193
Palau,PLW,2021,68.563,22.7,30.02
Palau,PLW,2022,68.922,22.4,30.031
Palau,PLW,2023,69.269,21.9,29.927
Palau,PLW,2024,69.383,21.4,30.178
Papua New Guinea,PNG,1990,59.778,85.0,84.583
Papua New Guinea,PNG,1991,59.94,83.4,83.353
Papua New Guinea,PNG,1992,60.26,81.8,82.309
Papua New Guinea,PNG,1993,60.466,80.4,81.145
Papua New Guinea,PNG,1994,60.726,79.0,79.938
Papua New Guinea,PNG,1995,60.929,77.7,78.631
Papua New Guinea,PNG,1996,61.071,76.5,77.13
Papua New Guinea,PNG,1997,61.27,85.3,75.677
Papua New Guinea,PNG,1998,60.435,74.2,74.218
Papua New Guinea,PNG,1999,61.505,73.1,75.806
Papua New Guinea,PNG,2000,61.609,72.0,77.403
Papua New Guinea,PNG,2001,61.647,70.8,78.271
Papua New Guinea,PNG,2002,61.643,69.6,77.2
Papua New Guinea,PNG,2003,61.741,68.4,75.992
Papua New Guinea,PNG,2004,61.795,67.2,74.68
Papua New Guinea,PNG,2005,61.868,65.9,73.559
Papua New Guinea,PNG,2006,62.018,64.6,72.624
Papua New Guinea,PNG,2007,62.211,63.2,71.892
Papua New Guinea,PNG,2008,62.511,61.8,70.615
Papua New Guinea,PNG,2009,62.772,60.3,68.996
Papua New Guinea,PNG,2010,63.056,58.9,69.745
Papua New Guinea,PNG,2011,63.382,57.5,68.795
Papua New Guinea,PNG,2012,63.639,56.1,67.797
Papua New Guinea,PNG,2013,63.927,54.7,67.044
Papua New Guinea,PNG,2014,64.198,53.3,64.396
Papua New Guinea,PNG,2015,64.473,57.3,61.738
Papua New Guinea,PNG,2016,64.7,50.4,59.227
Papua New Guinea,PNG,2017,64.923,48.9,58.478
Papua New Guinea,PNG,2018,65.114,47.5,57.826
Papua New Guinea,PNG,2019,65.331,46.1,57.004
Papua New Guinea,PNG,2020,65.075,44.7,56.433
Papua New Guinea,PNG,2021,64.358,43.2,55.664
Papua New Guinea,PNG,2022,65.274,41.9,55.029
Papua New Guinea,PNG,2023,66.134,40.6,54.069
Papua New Guinea,PNG,2024,66.256,39.4,53.518
"Korea, Dem. People's Rep.",PRK,1990,70.484,40.7,2.992
"Korea, Dem. People's Rep.",PRK,1991,70.717,41.8,2.744
"Korea, Dem. People's Rep.",PRK,1992,71.009,42.5,2.473
"Korea, Dem. People's Rep.",PRK,1993,70.794,42.7,2.202
"Korea, Dem. People's Rep.",PRK,1994,70.472,42.5,1.988
"Korea, Dem. People's Rep.",PRK,1995,60.766,107.7,1.799
"Korea, Dem. People's Rep.",PRK,1996,60.82,106.2,1.616
"Korea, Dem. People's Rep.",PRK,1997,60.869,104.6,1.45
"Korea, Dem. People's Rep.",PRK,1998,60.887,103.2,1.33
"Korea, Dem. People's Rep.",PRK,1999,60.91,101.7,1.228
"Korea, Dem. People's Rep.",PRK,2000,60.911,100.2,1.134
"Korea, Dem. People's Rep.",PRK,2001,60.893,99.0,1.057
"Korea, Dem. People's Rep.",PRK,2002,60.877,97.8,0.976
"Korea, Dem. People's Rep.",PRK,2003,69.399,34.5,0.906
"Korea, Dem. People's Rep.",PRK,2004,69.294,33.8,0.842
"Korea, Dem. People's Rep.",PRK,2005,69.168,33.3,0.779
"Korea, Dem. People's Rep.",PRK,2006,69.061,32.8,0.751
"Korea, Dem. People's Rep.",PRK,2007,69.021,32.4,0.706
"Korea, Dem. People's Rep.",PRK,2008,69.303,31.0,0.672
"Korea, Dem. People's Rep.",PRK,2009,69.702,30.0,0.649
"Korea, Dem. People's Rep.",PRK,2010,70.246,28.7,0.64
"Korea, Dem. People's Rep.",PRK,2011,70.772,27.2,0.634
"Korea, Dem. People's Rep.",PRK,2012,71.317,25.7,0.627
"Korea, Dem. People's Rep.",PRK,2013,71.867,24.1,0.62
"Korea, Dem. People's Rep.",PRK,2014,72.451,22.6,0.612
"Korea, Dem. People's Rep.",PRK,2015,72.825,21.4,0.602
"Korea, Dem. People's Rep.",PRK,2016,72.971,20.6,0.592
"Korea, Dem. People's Rep.",PRK,2017,73.034,19.1,0.581
"Korea, Dem. People's Rep.",PRK,2018,73.02,18.4,0.57
"Korea, Dem. People's Rep.",PRK,2019,72.928,17.7,0.56
"Korea, Dem. People's Rep.",PRK,2020,72.783,17.4,0.552
"Korea, Dem. People's Rep.",PRK,2021,73.437,17.4,0.539
"Korea, Dem. People's Rep.",PRK,2022,73.641,17.7,0.525
"Korea, Dem. People's Rep.",PRK,2023,73.642,18.0,0.512
"Korea, Dem. People's Rep.",PRK,2024,73.743,16.7,0.505
Singapore,SGP,1990,75.2951219512195,7.7,7.367
Singapore,SGP,1991,75.6463414634146,6.9,7.415
Singapore,SGP,1992,75.9463414634146,6.3,7.286
Singapore,SGP,1993,76.0463414634146,5.8,7.231
Singapore,SGP,1994,76.1975609756098,5.4,6.64
Singapore,SGP,1995,76.2951219512195,5.1,6.182
Singapore,SGP,1996,76.5951219512195,4.8,6.168
Singapore,SGP,1997,76.8975609756097,4.6,6.263
Singapore,SGP,1998,77.3,4.3,6.55
Singapore,SGP,1999,77.5512195121951,4.1,7.094
Singapore,SGP,2000,77.9512195121951,3.9,7.808
Singapore,SGP,2001,78.2512195121951,3.6,7.234
Singapore,SGP,2002,78.5512195121951,3.4,7.076
Singapore,SGP,2003,79.0390243902439,3.2,6.108
Singapore,SGP,2004,79.490243902439,3.1,5.872
Singapore,SGP,2005,79.990243902439,3.0,5.938
Singapore,SGP,2006,80.1414634146341,2.9,5.645
Singapore,SGP,2007,80.4414634146342,2.9,5.417
Singapore,SGP,2008,80.790243902439,2.8,5.18
Singapore,SGP,2009,81.2414634146342,2.8,4.561
Singapore,SGP,2010,81.5414634146342,2.8,4.054
Singapore,SGP,2011,81.7439024390244,2.8,3.956
Singapore,SGP,2012,81.9951219512195,2.8,3.792
Singapore,SGP,2013,82.2463414634147,2.8,3.203
Singapore,SGP,2014,82.4951219512195,2.7,2.995
Singapore,SGP,2015,82.7439024390244,2.7,2.568
Singapore,SGP,2016,82.8463414634146,2.6,2.405
Singapore,SGP,2017,83.0951219512195,2.6,2.328
Singapore,SGP,2018,83.2975609756098,2.5,2.359
Singapore,SGP,2019,83.5951219512195,2.5,2.303
Singapore,SGP,2020,83.5439024390244,2.4,2.276
Singapore,SGP,2021,83.0926829268293,2.4,2.16
Singapore,SGP,2022,82.8951219512195,2.5,2.17
Singapore,SGP,2023,83.0975609756098,2.6,2.16
Singapore,SGP,2024,83.3463414634146,2.7,2.214
Solomon Islands,SLB,1990,66.194,38.1,100.764
Solomon Islands,SLB,1991,66.357,37.1,98.386
Solomon Islands,SLB,1992,66.471,36.1,95.96
Solomon Islands,SLB,1993,66.558,35.2,94.69
Solomon Islands,SLB,1994,66.661,34.3,93.217
Solomon Islands,SLB,1995,66.717,33.5,91.601
Solomon Islands,SLB,1996,66.739,32.8,89.061
Solomon Islands,SLB,1997,66.768,32.1,86.36
Solomon Islands,SLB,1998,66.89,31.5,83.422
Solomon Islands,SLB,1999,67.001,31.0,80.4
Solomon Islands,SLB,2000,67.116,30.5,77.555
Solomon Islands,SLB,2001,67.237,30.2,75.063
Solomon Islands,SLB,2002,67.35,29.8,72.642
Solomon Islands,SLB,2003,67.479,29.6,70.475
Solomon Islands,SLB,2004,67.628,29.3,68.475
Solomon Islands,SLB,2005,67.79,29.1,66.438
Solomon Islands,SLB,2006,67.968,28.8,65.277
Solomon Islands,SLB,2007,67.845,28.4,64.372
Solomon Islands,SLB,2008,68.336,28.0,63.257
Solomon Islands,SLB,2009,68.397,27.6,62.163
Solomon Islands,SLB,2010,68.669,27.2,61.759
Solomon Islands,SLB,2011,68.824,26.7,61.541
Solomon Islands,SLB,2012,68.961,26.2,61.143
Solomon Islands,SLB,2013,69.007,25.8,60.8
Solomon Islands,SLB,2014,68.984,25.4,60.574
Solomon Islands,SLB,2015,69.323,25.0,59.461
Solomon Islands,SLB,2016,69.501,24.6,58.323
Solomon Islands,SLB,2017,69.652,24.1,56.705
Solomon Islands,SLB,2018,69.806,23.6,54.75
Solomon Islands,SLB,2019,69.981,23.1,52.616
Solomon Islands,SLB,2020,69.258,22.5,52.236
Solomon Islands,SLB,2021,68.89,21.9,51.836
Solomon Islands,SLB,2022,70.409,21.3,51.179
Solomon Islands,SLB,2023,70.528,20.6,50.372
Solomon Islands,SLB,2024,70.694,20.0,49.388
Thailand,THA,1990,68.924,36.9,50.009
Thailand,THA,1991,69.132,34.8,51.134
Thailand,THA,1992,69.353,32.9,51.407
Thailand,THA,1993,69.568,31.1,51.656
Thailand,THA,1994,69.661,29.5,51.264
Thailand,THA,1995,69.757,28.0,48.135
Thailand,THA,1996,69.94,26.6,46.386
Thailand,THA,1997,70.362,25.2,43.678
Thailand,THA,1998,70.703,24.0,44.669
Thailand,THA,1999,70.979,22.8,42.062
Thailand,THA,2000,71.205,21.7,39.273
Thailand,THA,2001,71.52,20.7,40.092
Thailand,THA,2002,71.775,19.7,42.769
Thailand,THA,2003,72.101,18.9,45.681
Thailand,THA,2004,72.1,18.0,48.982
Thailand,THA,2005,72.894,17.2,48.3
Thailand,THA,2006,73.341,16.5,51.23
Thailand,THA,2007,73.779,15.9,52.083
Thailand,THA,2008,74.221,15.2,52.29
Thailand,THA,2009,74.669,14.7,52.655
Thailand,THA,2010,75.012,14.1,52.649
Thailand,THA,2011,75.302,13.6,54.228
Thailand,THA,2012,75.59,13.1,54.005
Thailand,THA,2013,75.96,12.7,52.618
Thailand,THA,2014,76.279,12.3,50.791
Thailand,THA,2015,76.563,11.9,48.671
Thailand,THA,2016,76.769,11.5,44.497
Thailand,THA,2017,76.989,11.1,39.181
Thailand,THA,2018,77.19,10.8,34.703
Thailand,THA,2019,77.197,10.4,31.21
Thailand,THA,2020,77.331,10.1,29.613
Thailand,THA,2021,77.606,9.8,27.475
Thailand,THA,2022,75.291,9.5,26.254
Thailand,THA,2023,76.412,9.2,26.145
Thailand,THA,2024,76.564,9.0,25.045
Timor-Leste,TLS,1990,45.185,228.0,63.179
Timor-Leste,TLS,1991,45.076,224.3,63.11
Timor-Leste,TLS,1992,46.19,212.8,63.156
Timor-Leste,TLS,1993,47.008,201.5,62.843
Timor-Leste,TLS,1994,47.861,193.1,62.605
Timor-Leste,TLS,1995,47.543,193.6,62.185
Timor-Leste,TLS,1996,48.26,184.8,61.617
Timor-Leste,TLS,1997,48.968,176.4,61.294
Timor-Leste,TLS,1998,48.583,178.0,61.138
Timor-Leste,TLS,1999,45.246,200.6,61.198
Timor-Leste,TLS,2000,58.097,111.5,60.988
Timor-Leste,TLS,2001,58.772,106.4,60.514
Timor-Leste,TLS,2002,59.477,101.5,60.075
Timor-Leste,TLS,2003,60.13,96.8,56.191
Timor-Leste,TLS,2004,60.743,92.3,53.413
Timor-Leste,TLS,2005,61.272,88.0,52.824
Timor-Leste,TLS,2006,61.881,84.0,52.012
Timor-Leste,TLS,2007,62.396,80.4,50.465
Timor-Leste,TLS,2008,62.858,76.9,49.076
Timor-Leste,TLS,2009,63.265,73.9,49.104
Timor-Leste,TLS,2010,63.66,71.0,45.984
Timor-Leste,TLS,2011,64.022,68.4,44.727
Timor-Leste,TLS,2012,64.384,65.9,43.249
Timor-Leste,TLS,2013,64.719,63.9,41.122
Timor-Leste,TLS,2014,65.027,61.9,38.949
Timor-Leste,TLS,2015,65.326,60.2,36.793
Timor-Leste,TLS,2016,65.61,58.7,34.913
Timor-Leste,TLS,2017,65.898,57.3,33.187
Timor-Leste,TLS,2018,66.204,56.0,31.719
Timor-Leste,TLS,2019,66.496,54.8,30.482
Timor-Leste,TLS,2020,66.919,53.4,29.407
Timor-Leste,TLS,2021,66.199,52.0,28.284
Timor-Leste,TLS,2022,67.368,50.7,27.87
Timor-Leste,TLS,2023,67.689,49.2,27.406
Timor-Leste,TLS,2024,67.904,47.6,26.784
Tonga,TON,1990,67.539,22.1,32.345
Tonga,TON,1991,67.749,21.3,30.478
Tonga,TON,1992,67.927,20.5,28.631
Tonga,TON,1993,68.157,19.9,26.852
Tonga,TON,1994,68.371,19.3,24.056
Tonga,TON,1995,68.592,18.8,23.049
Tonga,TON,1996,68.803,18.4,21.887
Tonga,TON,1997,69.012,18.1,21.925
Tonga,TON,1998,69.224,17.7,23.371
Tonga,TON,1999,69.431,17.3,25.581
Tonga,TON,2000,69.635,16.9,23.888
Tonga,TON,2001,69.8,16.5,22.809
Tonga,TON,2002,70.03,16.0,21.964
Tonga,TON,2003,70.228,15.6,21.506
Tonga,TON,2004,70.433,15.2,22.417
Tonga,TON,2005,70.56,14.8,23.055
Tonga,TON,2006,70.71,14.4,22.773
Tonga,TON,2007,70.887,14.0,22.868
Tonga,TON,2008,71.041,13.7,22.893
Tonga,TON,2009,70.949,13.4,23.1
Tonga,TON,2010,71.319,13.1,23.131
Tonga,TON,2011,71.437,12.8,23.403
Tonga,TON,2012,71.546,12.6,24.277
Tonga,TON,2013,71.65,12.3,25.355
Tonga,TON,2014,71.721,12.1,26.091
Tonga,TON,2015,71.851,11.9,25.571
Tonga,TON,2016,71.951,11.6,24.933
Tonga,TON,2017,72.066,11.4,25.43
Tonga,TON,2018,72.169,11.1,25.411
Tonga,TON,2019,72.292,10.9,25.256
Tonga,TON,2020,72.379,10.6,24.889
Tonga,TON,2021,72.13,10.4,24.728
Tonga,TON,2022,72.635,10.1,24.958
Tonga,TON,2023,72.895,9.8,24.841
Tonga,TON,2024,73.07,9.5,25.067
Tuvalu,TUV,1990,61.643,54.0,44.14
Tuvalu,TUV,1991,61.809,53.4,42.337
Tuvalu,TUV,1992,60.29,52.7,39.664
Tuvalu,TUV,1993,62.11,51.9,36.043
Tuvalu,TUV,1994,62.317,50.9,33.846
Tuvalu,TUV,1995,62.505,49.7,32.676
Tuvalu,TUV,1996,62.709,48.4,32.65
Tuvalu,TUV,1997,62.942,47.0,34.206
Tuvalu,TUV,1998,63.162,45.5,36.49
Tuvalu,TUV,1999,63.346,44.1,37.663
Tuvalu,TUV,2000,63.536,42.8,37.659
Tuvalu,TUV,2001,63.709,41.8,36.879
Tuvalu,TUV,2002,63.825,40.8,35.526
Tuvalu,TUV,2003,63.897,40.0,34.287
Tuvalu,TUV,2004,63.989,39.1,33.213
Tuvalu,TUV,2005,64.096,38.1,32.758
Tuvalu,TUV,2006,64.247,36.9,32.822
Tuvalu,TUV,2007,64.402,35.6,32.644
Tuvalu,TUV,2008,64.516,34.2,33.094
Tuvalu,TUV,2009,64.693,32.8,33.659
Tuvalu,TUV,2010,64.834,31.4,33.734
Tuvalu,TUV,2011,64.96,30.2,33.981
Tuvalu,TUV,2012,65.079,29.0,34.17
Tuvalu,TUV,2013,65.171,28.0,33.071
Tuvalu,TUV,2014,65.278,26.9,32.585
Tuvalu,TUV,2015,65.365,26.0,32.658
Tuvalu,TUV,2016,65.51,25.2,32.48
Tuvalu,TUV,2017,65.683,24.3,32.409
Tuvalu,TUV,2018,65.871,23.5,32.056
Tuvalu,TUV,2019,66.109,22.7,31.566
Tuvalu,TUV,2020,66.357,21.9,28.779
Tuvalu,TUV,2021,65.824,21.2,28.474
Tuvalu,TUV,2022,66.852,20.5,28.094
Tuvalu,TUV,2023,67.105,19.8,27.507
Tuvalu,TUV,2024,67.259,19.2,26.789
Viet Nam,VNM,1990,69.027,51.6,45.406
Viet Nam,VNM,1991,69.303,49.1,47.802
Viet Nam,VNM,1992,69.62,46.6,48.525
Viet Nam,VNM,1993,69.957,44.1,47.493
Viet Nam,VNM,1994,70.379,41.7,46.878
Viet Nam,VNM,1995,70.871,39.4,45.586
Viet Nam,VNM,1996,71.296,37.2,41.381
Viet Nam,VNM,1997,71.67,35.2,38.13
Viet Nam,VNM,1998,72.283,33.4,34.221
Viet Nam,VNM,1999,72.575,31.8,31.391
Viet Nam,VNM,2000,72.746,30.3,29.936
Viet Nam,VNM,2001,72.984,29.0,29.276
Viet Nam,VNM,2002,73.138,27.9,28.956
Viet Nam,VNM,2003,73.236,26.9,28.261
Viet Nam,VNM,2004,73.062,26.1,28.162
Viet Nam,VNM,2005,73.198,25.4,26.741
Viet Nam,VNM,2006,73.293,24.8,27.258
Viet Nam,VNM,2007,73.385,24.3,28.804
Viet Nam,VNM,2008,73.455,23.8,30.811
Viet Nam,VNM,2009,73.525,23.4,33.107
Viet Nam,VNM,2010,73.611,23.1,35.23
Viet Nam,VNM,2011,73.713,22.8,36.934
Viet Nam,VNM,2012,73.762,22.5,39.079
Viet Nam,VNM,2013,73.821,22.3,40.739
Viet Nam,VNM,2014,73.886,22.0,42.212
Viet Nam,VNM,2015,73.955,21.6,41.676
Viet Nam,VNM,2016,73.984,21.3,39.181
Viet Nam,VNM,2017,74.026,20.9,37.703
Viet Nam,VNM,2018,74.1,20.5,35.417
Viet Nam,VNM,2019,74.211,20.0,35.258
Viet Nam,VNM,2020,75.383,19.5,35.03
Viet Nam,VNM,2021,74.145,18.9,34.666
Viet Nam,VNM,2022,74.502,18.4,34.626
Viet Nam,VNM,2023,74.588,17.8,34.277
Viet Nam,VNM,2024,74.736,17.3,33.948
Vanuatu,VUT,1990,66.684,35.1,85.504
Vanuatu,VUT,1991,67.114,33.6,85.383
Vanuatu,VUT,1992,67.433,32.3,86.591
Vanuatu,VUT,1993,67.724,31.1,90.051
Vanuatu,VUT,1994,67.984,30.2,87.899
Vanuatu,VUT,1995,68.104,29.4,79.434
Vanuatu,VUT,1996,68.176,28.7,71.0
Vanuatu,VUT,1997,68.309,28.1,67.584
Vanuatu,VUT,1998,68.372,27.6,72.576
Vanuatu,VUT,1999,67.924,27.1,76.457
Vanuatu,VUT,2000,68.586,26.6,77.999
Vanuatu,VUT,2001,68.722,26.1,79.394
Vanuatu,VUT,2002,68.836,25.7,77.777
Vanuatu,VUT,2003,68.933,25.3,76.35
Vanuatu,VUT,2004,68.985,25.0,75.389
Vanuatu,VUT,2005,69.166,24.5,74.37
Vanuatu,VUT,2006,69.126,24.1,73.711
Vanuatu,VUT,2007,69.144,23.5,73.344
Vanuatu,VUT,2008,69.302,22.7,73.573
Vanuatu,VUT,2009,69.422,21.9,73.328
Vanuatu,VUT,2010,69.57,21.1,74.184
Vanuatu,VUT,2011,69.729,20.3,74.944
Vanuatu,VUT,2012,69.898,19.7,75.751
Vanuatu,VUT,2013,69.986,19.2,75.737
Vanuatu,VUT,2014,70.043,18.8,75.317
Vanuatu,VUT,2015,70.163,18.6,74.415
Vanuatu,VUT,2016,70.397,18.4,73.468
Vanuatu,VUT,2017,70.5,18.3,72.479
Vanuatu,VUT,2018,70.626,18.2,71.437
Vanuatu,VUT,2019,70.783,18.1,70.218
Vanuatu,VUT,2020,70.385,18.1,69.095
Vanuatu,VUT,2021,69.952,18.0,68.166
Vanuatu,VUT,2022,71.302,17.8,67.185
Vanuatu,VUT,2023,71.477,17.5,66.219
Vanuatu,VUT,2024,71.654,17.1,65.766
Samoa,WSM,1990,67.808,29.6,51.454
Samoa,WSM,1991,68.039,28.7,49.469
Samoa,WSM,1992,68.532,27.8,50.61
Samoa,WSM,1993,68.818,26.9,51.7
Samoa,WSM,1994,69.162,26.0,52.324
Samoa,WSM,1995,69.469,25.0,51.983
Samoa,WSM,1996,69.767,24.2,51.481
Samoa,WSM,1997,70.045,23.4,51.083
Samoa,WSM,1998,70.308,22.5,49.171
Samoa,WSM,1999,70.555,21.7,46.941
Samoa,WSM,2000,70.791,21.0,44.067
Samoa,WSM,2001,71.028,20.3,42.325
Samoa,WSM,2002,71.233,19.8,41.696
Samoa,WSM,2003,71.441,19.4,41.276
Samoa,WSM,2004,71.508,19.1,40.644
Samoa,WSM,2005,71.487,19.0,39.922
Samoa,WSM,2006,71.62,19.0,39.122
Samoa,WSM,2007,71.605,19.0,39.525
Samoa,WSM,2008,71.531,19.0,40.914
Samoa,WSM,2009,69.486,25.3,43.256
Samoa,WSM,2010,71.451,19.1,45.193
Samoa,WSM,2011,71.393,19.0,47.249
Samoa,WSM,2012,71.159,18.8,51.063
Samoa,WSM,2013,71.229,18.7,51.111
Samoa,WSM,2014,71.142,18.5,51.28
Samoa,WSM,2015,71.06,18.3,50.433
Samoa,WSM,2016,71.003,18.1,48.404
Samoa,WSM,2017,70.991,17.8,47.852
Samoa,WSM,2018,71.052,17.5,47.923
Samoa,WSM,2019,70.269,20.0,47.107
Samoa,WSM,2020,70.727,16.7,45.462
Samoa,WSM,2021,71.096,16.2,44.02
Samoa,WSM,2022,71.55,15.8,43.866
Samoa,WSM,2023,71.698,15.3,43.538
Samoa,WSM,2024,71.826,14.9,43.53
